h3_cell,CreationDate,when_did_you_lose_water,when_did_you_regain_water,to_what_extent_did_you_lose_wat
892a8d9a223ffff,2025-01-09T14:33:16+00:00,2025-01-06T20:32:00+00:00,2025-01-09T08:33:00+00:00,Fully lost water
892a8d9857bffff,2025-01-09T14:34:24+00:00,2025-01-06T23:00:00+00:00,2025-01-08T23:33:00+00:00,Fully lost water
892a8d9a313ffff,2025-01-09T14:38:53+00:00,2025-01-06T09:30:00+00:00,2025-01-09T04:00:00+00:00,Fully lost water
892a8d9a84fffff,2025-01-09T14:39:48+00:00,,,"Not at all, flow was normal"
892a8d9a3dbffff,2025-01-09T14:46:43+00:00,2025-01-06T20:45:00+00:00,2025-01-08T22:02:00+00:00,Fully lost water
892a8d9a437ffff,2025-01-09T14:48:43+00:00,2025-01-07T17:30:00+00:00,2025-01-08T22:30:00+00:00,Fully lost water
892a8d9a273ffff,2025-01-09T14:48:52+00:00,2025-01-06T20:43:00+00:00,2025-01-08T21:45:00+00:00,Fully lost water
892a8d981d3ffff,2025-01-09T14:53:13+00:00,2025-01-06T14:36:00+00:00,2025-01-08T14:50:00+00:00,Fully lost water
892a8d9ae97ffff,2025-01-09T14:54:02+00:00,,,Water pressure was reduced
892a8d9a583ffff,2025-01-09T14:54:25+00:00,2025-01-07T14:53:00+00:00,2025-01-09T14:53:00+00:00,Fully lost water
892a8d9ae6fffff,2025-01-09T14:54:34+00:00,2025-01-07T14:00:00+00:00,2025-01-09T14:00:00+00:00,Water pressure was reduced
892aab65873ffff,2025-01-09T14:54:36+00:00,,,"Not at all, flow was normal"
892a8d9b457ffff,2025-01-09T14:56:01+00:00,,,"Not at all, flow was normal"
892a8d9accbffff,2025-01-09T14:56:29+00:00,,,"Not at all, flow was normal"
892a8d9aeabffff,2025-01-09T14:56:36+00:00,,,"Not at all, flow was normal"
892aab6ce97ffff,2025-01-09T14:56:41+00:00,,,"Not at all, flow was normal"
892a8d984d7ffff,2025-01-09T14:56:52+00:00,2025-01-06T20:30:00+00:00,2025-01-08T21:40:00+00:00,Fully lost water
892a8d9ae07ffff,2025-01-09T14:57:00+00:00,,,Water pressure was reduced
892a8d9a313ffff,2025-01-09T14:57:35+00:00,2025-01-06T14:57:00+00:00,2025-01-08T23:57:00+00:00,Fully lost water
892a8d9acc3ffff,2025-01-09T14:57:40+00:00,2025-01-06T23:31:00+00:00,2025-01-08T20:04:00+00:00,Fully lost water
892a8d9ac17ffff,2025-01-09T14:57:46+00:00,2025-01-07T21:00:00+00:00,2025-01-08T20:00:00+00:00,Down to just a trickle
892a8d9a203ffff,2025-01-09T14:58:10+00:00,2025-01-06T19:30:00+00:00,2025-01-09T14:30:00+00:00,Fully lost water
892a8d9838bffff,2025-01-09T14:58:10+00:00,2025-01-07T22:00:00+00:00,,Fully lost water
892a8d9a153ffff,2025-01-09T14:58:32+00:00,2025-01-06T23:00:00+00:00,2025-01-08T16:30:00+00:00,Down to just a trickle
892a8d9a24bffff,2025-01-09T14:58:37+00:00,2025-01-06T00:30:00+00:00,2025-01-08T15:50:00+00:00,Down to just a trickle
892a8d9ae2bffff,2025-01-09T14:59:23+00:00,,,Water pressure was reduced
892a8d9a273ffff,2025-01-09T14:59:42+00:00,2025-01-06T20:00:00+00:00,2025-01-08T21:58:00+00:00,Fully lost water
892a8d9a437ffff,2025-01-09T15:00:20+00:00,2025-01-06T23:15:00+00:00,2025-01-08T21:30:00+00:00,Fully lost water
892a8d9ac17ffff,2025-01-09T15:00:47+00:00,2025-01-06T14:59:00+00:00,2025-01-09T00:30:00+00:00,Down to just a trickle
892a8d9ac43ffff,2025-01-09T15:01:14+00:00,2025-01-07T20:00:00+00:00,2025-01-08T12:01:00+00:00,Water pressure was reduced
892a8d9a41bffff,2025-01-09T15:01:17+00:00,,2025-01-08T15:00:00+00:00,Fully lost water
892a8d9a2b7ffff,2025-01-09T15:01:24+00:00,2025-01-06T15:01:00+00:00,2025-01-09T01:01:00+00:00,Down to just a trickle
892a8d9b1b3ffff,2025-01-09T15:01:28+00:00,2025-01-06T22:30:00+00:00,2025-01-08T23:00:00+00:00,Down to just a trickle
892a8d9a01bffff,2025-01-09T15:01:29+00:00,2025-01-07T15:00:00+00:00,2025-01-09T12:00:00+00:00,Fully lost water
892a8d9a697ffff,2025-01-09T15:01:45+00:00,2025-01-06T23:00:00+00:00,2025-01-08T20:00:00+00:00,Fully lost water
892a8d9ae03ffff,2025-01-09T15:01:49+00:00,2025-01-07T03:00:00+00:00,2025-01-07T23:00:00+00:00,Fully lost water
892a8d9a077ffff,2025-01-09T15:01:57+00:00,,,Water pressure was reduced
892a8d9a21bffff,2025-01-09T15:02:00+00:00,2025-01-06T21:00:00+00:00,2025-01-09T09:01:00+00:00,Fully lost water
892a8d9a177ffff,2025-01-09T15:02:05+00:00,,,"Not at all, flow was normal"
892a8d9ae97ffff,2025-01-09T15:02:08+00:00,2025-01-07T15:01:00+00:00,,Water pressure was reduced
892a8d9a227ffff,2025-01-09T15:02:20+00:00,2025-01-06T21:00:00+00:00,2025-01-08T21:30:00+00:00,Fully lost water
892a8d9a5cbffff,2025-01-09T15:02:31+00:00,2025-01-06T20:30:00+00:00,2025-01-08T20:00:00+00:00,Fully lost water
892a8d9a173ffff,2025-01-09T15:02:38+00:00,2025-01-07T04:00:00+00:00,,Fully lost water
892a8d9b44bffff,2025-01-09T15:03:15+00:00,2025-01-06T20:00:00+00:00,2025-01-06T23:00:00+00:00,Water pressure was reduced
892a8d98163ffff,2025-01-09T15:03:32+00:00,2025-01-06T22:03:00+00:00,2025-01-09T01:03:00+00:00,Fully lost water
892a8d9a30bffff,2025-01-09T15:03:54+00:00,2025-01-07T04:03:00+00:00,2025-01-08T20:00:00+00:00,Fully lost water
892a8d9a3cbffff,2025-01-09T15:03:57+00:00,2025-01-06T20:00:00+00:00,2025-01-09T12:02:00+00:00,Fully lost water
892a8d9b56fffff,2025-01-09T15:04:03+00:00,2025-01-07T01:00:00+00:00,2025-01-08T20:00:00+00:00,Water pressure was reduced
892a8d994afffff,2025-01-09T15:04:09+00:00,2025-01-07T12:01:00+00:00,2025-01-08T22:03:00+00:00,Fully lost water
892aab6eb93ffff,2025-01-09T15:05:10+00:00,,,"Not at all, flow was normal"
892a8d9a4bbffff,2025-01-09T15:05:12+00:00,2025-01-07T12:00:00+00:00,2025-01-08T20:00:00+00:00,Fully lost water
892a8d9a267ffff,2025-01-09T15:05:14+00:00,2025-01-06T15:03:00+00:00,2025-01-09T15:04:00+00:00,Fully lost water
892aab658abffff,2025-01-09T15:05:35+00:00,,,"Not at all, flow was normal"
892aab65bcfffff,2025-01-09T15:06:00+00:00,,,"Not at all, flow was normal"
892a8d9a6c3ffff,2025-01-09T15:06:25+00:00,2025-01-07T10:00:00+00:00,2025-01-08T22:00:00+00:00,Fully lost water
892a8d9a3b7ffff,2025-01-09T15:06:27+00:00,2025-01-06T21:00:00+00:00,,Fully lost water
892a8d983cfffff,2025-01-09T15:07:14+00:00,2025-01-07T01:00:00+00:00,2025-01-07T19:00:00+00:00,Fully lost water
892a8d98057ffff,2025-01-09T15:07:17+00:00,2025-01-07T13:00:00+00:00,2025-01-08T22:00:00+00:00,Fully lost water
892a8d9b4a7ffff,2025-01-09T15:07:21+00:00,,,"Not at all, flow was normal"
892a8d9132fffff,2025-01-09T15:07:26+00:00,2025-01-07T13:00:00+00:00,2025-01-09T15:07:00+00:00,Fully lost water
892aab64b6fffff,2025-01-09T15:08:06+00:00,2025-01-06T21:00:00+00:00,2025-01-09T03:00:00+00:00,Fully lost water
892a8d9aad3ffff,2025-01-09T15:08:11+00:00,,,Water pressure was reduced
892a8d9a277ffff,2025-01-09T15:08:22+00:00,2025-01-06T21:00:00+00:00,2025-01-08T20:47:00+00:00,Fully lost water
892aab64b7bffff,2025-01-09T15:08:33+00:00,2025-01-06T23:00:00+00:00,2025-01-08T23:00:00+00:00,Fully lost water
892a8d9a22fffff,2025-01-09T15:08:43+00:00,2025-01-06T21:00:00+00:00,,Fully lost water
892a8d9a27bffff,2025-01-09T15:09:38+00:00,2025-01-06T19:09:00+00:00,2025-01-09T11:09:00+00:00,Fully lost water
892aab64b6fffff,2025-01-09T15:09:56+00:00,2025-01-06T22:00:00+00:00,2025-01-08T20:20:00+00:00,Fully lost water
892a8d98653ffff,2025-01-09T15:10:02+00:00,2025-01-07T04:08:00+00:00,2025-01-08T22:08:00+00:00,Fully lost water
892a8d9a42fffff,2025-01-09T15:10:07+00:00,2025-01-06T19:30:00+00:00,2025-01-08T13:00:00+00:00,Down to just a trickle
892a8d9ae33ffff,2025-01-09T15:10:50+00:00,,,"Not at all, flow was normal"
892a8d9a147ffff,2025-01-09T15:10:51+00:00,2025-01-07T14:00:00+00:00,,Fully lost water
892a8d9a3afffff,2025-01-09T15:11:00+00:00,2025-01-07T17:00:00+00:00,2025-01-08T14:00:00+00:00,Fully lost water
892a8d985a7ffff,2025-01-09T15:11:12+00:00,2025-01-08T03:00:00+00:00,2025-01-09T15:11:00+00:00,Water pressure was reduced
892a8d9a2d7ffff,2025-01-09T15:11:18+00:00,2025-01-06T21:00:00+00:00,,Fully lost water
892a8d9a06fffff,2025-01-09T15:11:53+00:00,2025-01-06T21:15:00+00:00,2025-01-09T11:10:00+00:00,Fully lost water
892a8d9a22fffff,2025-01-09T15:11:57+00:00,2025-01-06T15:10:00+00:00,2025-01-09T13:05:00+00:00,Fully lost water
892a8d9a063ffff,2025-01-09T15:12:40+00:00,2025-01-07T04:00:00+00:00,2025-01-08T16:00:00+00:00,Fully lost water
892a8d9ad9bffff,2025-01-09T15:12:50+00:00,2025-01-07T02:12:00+00:00,2025-01-09T20:12:00+00:00,Fully lost water
892a8d9a39bffff,2025-01-09T15:13:21+00:00,2025-01-07T00:00:00+00:00,,Fully lost water
892a8d9b40bffff,2025-01-09T15:13:41+00:00,,,"Not at all, flow was normal"
892a8d980cbffff,2025-01-09T15:13:42+00:00,,,Water pressure was reduced
892a8d91cd7ffff,2025-01-09T15:13:55+00:00,2025-01-07T04:12:00+00:00,2025-01-09T15:13:00+00:00,Fully lost water
892a8d9acd3ffff,2025-01-09T15:14:16+00:00,2025-01-07T15:13:00+00:00,,Fully lost water
892a8d9a2c7ffff,2025-01-09T15:14:28+00:00,2025-01-06T22:00:00+00:00,2025-01-08T22:00:00+00:00,Fully lost water
892a8d9a163ffff,2025-01-09T15:14:28+00:00,2025-01-07T04:59:00+00:00,,Fully lost water
892a8d9ac53ffff,2025-01-09T15:14:35+00:00,2025-01-08T03:00:00+00:00,2025-01-08T13:30:00+00:00,Water pressure was reduced
892a8d9900fffff,2025-01-09T15:14:41+00:00,,,"Not at all, flow was normal"
892a8d9a173ffff,2025-01-09T15:14:55+00:00,2025-01-06T20:00:00+00:00,,Fully lost water
892a8d9b1abffff,2025-01-09T15:15:04+00:00,2025-01-06T15:14:00+00:00,2025-01-08T13:00:00+00:00,Down to just a trickle
892a8d9b56fffff,2025-01-09T15:15:28+00:00,2025-01-07T01:15:00+00:00,2025-01-08T15:15:00+00:00,Fully lost water
892a8d9ae2bffff,2025-01-09T15:16:18+00:00,2025-01-07T17:00:00+00:00,2025-01-08T11:00:00+00:00,Fully lost water
892a8d9a28bffff,2025-01-09T15:16:25+00:00,2025-01-06T22:15:00+00:00,,Fully lost water
892a8d9ad1bffff,2025-01-09T15:16:26+00:00,2025-01-07T20:15:00+00:00,2025-01-09T00:15:00+00:00,Fully lost water
892a8d9a223ffff,2025-01-09T15:17:21+00:00,2025-01-06T20:00:00+00:00,2025-01-08T22:00:00+00:00,Fully lost water
892a8d9a013ffff,2025-01-09T15:17:23+00:00,2025-01-06T23:30:00+00:00,2025-01-08T21:15:00+00:00,Water pressure was reduced
892a8d9ac43ffff,2025-01-09T15:17:32+00:00,2025-01-07T19:00:00+00:00,2025-01-08T20:00:00+00:00,Fully lost water
892a8d9b1d7ffff,2025-01-09T15:18:40+00:00,2025-01-06T22:00:00+00:00,2025-01-08T22:00:00+00:00,Down to just a trickle
892a8d9944fffff,2025-01-09T15:18:49+00:00,,,Water pressure was reduced
892a8d9a2d7ffff,2025-01-09T15:18:52+00:00,2025-01-06T15:17:00+00:00,2025-01-09T15:17:00+00:00,Fully lost water
892a8d9ac53ffff,2025-01-09T15:19:33+00:00,2025-01-07T13:00:00+00:00,2025-01-09T13:00:00+00:00,Fully lost water
892a8d9a3c3ffff,2025-01-09T15:19:56+00:00,2025-01-06T21:30:00+00:00,2025-01-08T22:00:00+00:00,Fully lost water
892a8d9a30bffff,2025-01-09T15:20:08+00:00,2025-01-06T20:30:00+00:00,2025-01-09T22:00:00+00:00,Fully lost water
892a8d9a257ffff,2025-01-09T15:20:13+00:00,2025-01-06T22:00:00+00:00,2025-01-08T23:00:00+00:00,Fully lost water
892a8d9108fffff,2025-01-09T15:20:26+00:00,2025-01-07T14:05:00+00:00,,Fully lost water
892a8d9a2d7ffff,2025-01-09T15:20:31+00:00,2025-01-06T20:30:00+00:00,,Fully lost water
892a8d9a04fffff,2025-01-09T15:20:36+00:00,2025-01-06T23:00:00+00:00,2025-01-09T02:15:00+00:00,Fully lost water
892aab6590fffff,2025-01-09T15:20:49+00:00,2025-01-06T20:20:00+00:00,2025-01-09T07:20:00+00:00,Fully lost water
892a8d9a213ffff,2025-01-09T15:21:19+00:00,2025-01-06T22:00:00+00:00,2025-01-08T22:00:00+00:00,Fully lost water
892a8d9b3c7ffff,2025-01-09T15:21:46+00:00,,,"Not at all, flow was normal"
892a8d98cd3ffff,2025-01-09T15:21:49+00:00,2025-01-07T01:00:00+00:00,2025-01-09T03:00:00+00:00,Fully lost water
892a8d9a66fffff,2025-01-09T15:21:55+00:00,2025-01-06T19:00:00+00:00,,Fully lost water
892a8d9a313ffff,2025-01-09T15:22:22+00:00,2025-01-06T20:30:00+00:00,2025-01-09T00:30:00+00:00,Fully lost water
892a8d9a28bffff,2025-01-09T15:23:00+00:00,2025-01-06T21:00:00+00:00,,Fully lost water
892a8d9a23bffff,2025-01-09T15:23:09+00:00,2025-01-06T23:00:00+00:00,2025-01-09T05:30:00+00:00,Fully lost water
892aab6587bffff,2025-01-09T15:23:15+00:00,,,"Not at all, flow was normal"
892a8d9a29bffff,2025-01-09T15:23:16+00:00,2025-01-06T23:30:00+00:00,,Fully lost water
892a8d9a227ffff,2025-01-09T15:23:30+00:00,2025-01-06T20:30:00+00:00,2025-01-08T21:00:00+00:00,Fully lost water
892a8d98033ffff,2025-01-09T15:23:53+00:00,2025-01-07T05:00:00+00:00,2025-01-08T10:00:00+00:00,Fully lost water
892a8d9919bffff,2025-01-09T15:23:59+00:00,,,"Not at all, flow was normal"
892aab6584fffff,2025-01-09T15:24:21+00:00,,,"Not at all, flow was normal"
892a8d981b3ffff,2025-01-09T15:24:22+00:00,2025-01-06T22:30:00+00:00,2025-01-09T05:00:00+00:00,Fully lost water
892a8d9a373ffff,2025-01-09T15:24:45+00:00,2025-01-06T21:30:00+00:00,2025-01-08T21:30:00+00:00,Fully lost water
892a8d9a227ffff,2025-01-09T15:24:51+00:00,2025-01-06T21:15:00+00:00,2025-01-08T21:30:00+00:00,Fully lost water
892a8d980cfffff,2025-01-09T15:24:56+00:00,,,Water pressure was reduced
892a8d9a233ffff,2025-01-09T15:25:06+00:00,2025-01-06T20:30:00+00:00,2025-01-08T23:30:00+00:00,Fully lost water
892a8d9a3b3ffff,2025-01-09T15:25:07+00:00,2025-01-06T20:23:00+00:00,2025-01-08T23:23:00+00:00,Fully lost water
892a8d985c3ffff,2025-01-09T15:25:24+00:00,2025-01-07T01:00:00+00:00,2025-01-09T10:30:00+00:00,Down to just a trickle
892a8d9a207ffff,2025-01-09T15:25:35+00:00,,,Water pressure was reduced
892a8d9a06fffff,2025-01-09T15:25:37+00:00,2025-01-07T04:24:00+00:00,2025-01-08T20:00:00+00:00,Fully lost water
892a8d9ae07ffff,2025-01-09T15:25:38+00:00,2025-01-07T02:24:00+00:00,2025-01-08T19:25:00+00:00,Water pressure was reduced
892a8d98493ffff,2025-01-09T15:25:46+00:00,2025-01-06T20:50:00+00:00,,Fully lost water
892a8d9a157ffff,2025-01-09T15:25:51+00:00,2025-01-13T13:00:00+00:00,2025-01-08T20:30:00+00:00,Fully lost water
892a8d9a3b7ffff,2025-01-09T15:26:10+00:00,2025-01-08T03:25:00+00:00,2025-01-09T10:25:00+00:00,Fully lost water
892a8d9ad17ffff,2025-01-09T15:26:27+00:00,2025-01-07T00:00:00+00:00,2025-01-08T19:00:00+00:00,Water pressure was reduced
892a8d98037ffff,2025-01-09T15:26:29+00:00,2025-01-07T02:00:00+00:00,2025-01-08T23:30:00+00:00,Fully lost water
892a8d9a5c3ffff,2025-01-09T15:26:33+00:00,2025-01-07T03:00:00+00:00,2025-01-08T23:30:00+00:00,Fully lost water
892a8d9ae77ffff,2025-01-09T15:26:37+00:00,2025-01-07T15:25:00+00:00,2025-01-08T15:26:00+00:00,Down to just a trickle
892a8d9a277ffff,2025-01-09T15:26:55+00:00,2025-01-06T21:00:00+00:00,2025-01-08T22:00:00+00:00,Fully lost water
892a8d9a3afffff,2025-01-09T15:27:58+00:00,,,Down to just a trickle
892a8d9aedbffff,2025-01-09T15:28:15+00:00,2025-01-06T21:30:00+00:00,2025-01-09T12:00:00+00:00,Down to just a trickle
892a8d9108fffff,2025-01-09T15:28:25+00:00,2025-01-07T14:05:00+00:00,2025-01-09T14:45:00+00:00,Fully lost water
892a8d9a237ffff,2025-01-09T15:28:35+00:00,2025-01-06T21:00:00+00:00,2025-01-09T02:00:00+00:00,Fully lost water
892a8d9b4a7ffff,2025-01-09T15:28:40+00:00,,,Water pressure was reduced
892a8d9acc7ffff,2025-01-09T15:28:43+00:00,2025-01-07T03:30:00+00:00,2025-01-08T22:00:00+00:00,Down to just a trickle
892a8d9ae0fffff,2025-01-09T15:28:46+00:00,,,Water pressure was reduced
892a8d9a227ffff,2025-01-09T15:28:53+00:00,2025-01-06T20:28:00+00:00,2025-01-09T03:28:00+00:00,Fully lost water
892a8d9135bffff,2025-01-09T15:28:56+00:00,2025-01-07T15:28:00+00:00,2025-01-08T15:28:00+00:00,Fully lost water
892a8d9a357ffff,2025-01-09T15:28:56+00:00,2025-01-06T21:00:00+00:00,2025-01-09T01:00:00+00:00,Fully lost water
892a8d9a347ffff,2025-01-09T15:29:01+00:00,2025-01-06T20:30:00+00:00,2025-01-08T22:00:00+00:00,Fully lost water
892a8d9a22fffff,2025-01-09T15:30:08+00:00,2025-01-06T21:30:00+00:00,2025-01-09T06:30:00+00:00,Fully lost water
892a8d9b52fffff,2025-01-09T15:30:42+00:00,2025-01-06T21:30:00+00:00,2025-01-09T00:30:00+00:00,Fully lost water
892a8d9ac17ffff,2025-01-09T15:30:45+00:00,2025-01-06T23:00:00+00:00,2025-01-08T22:00:00+00:00,Fully lost water
892a8d9a0b3ffff,2025-01-09T15:31:12+00:00,2025-01-06T21:30:00+00:00,2025-01-09T12:30:00+00:00,Water pressure was reduced
892a8d9a223ffff,2025-01-09T15:31:14+00:00,2025-01-06T23:00:00+00:00,2025-01-08T22:00:00+00:00,Fully lost water
892a8d9a3dbffff,2025-01-09T15:31:24+00:00,2025-01-06T20:30:00+00:00,2025-01-08T21:00:00+00:00,Fully lost water
892a8d9ad8bffff,2025-01-09T15:31:49+00:00,2025-01-06T22:31:00+00:00,2025-01-08T21:32:00+00:00,Down to just a trickle
892aab6e9dbffff,2025-01-09T15:32:46+00:00,,,"Not at all, flow was normal"
892a8d9a433ffff,2025-01-09T15:32:52+00:00,2025-01-06T06:00:00+00:00,2025-01-09T13:30:00+00:00,Fully lost water
892a8d9a35bffff,2025-01-09T15:34:03+00:00,2025-01-06T19:30:00+00:00,2025-01-09T13:30:00+00:00,Fully lost water
892a8d9123bffff,2025-01-09T15:34:18+00:00,2025-01-06T23:00:00+00:00,2025-01-08T22:00:00+00:00,Fully lost water
892a8d9a3b7ffff,2025-01-09T15:34:37+00:00,2025-01-06T23:00:00+00:00,2025-01-09T09:30:00+00:00,Fully lost water
892a8d9ac57ffff,2025-01-09T15:35:34+00:00,,,Down to just a trickle
892a8d9a163ffff,2025-01-09T15:35:37+00:00,2025-01-07T04:35:00+00:00,,Fully lost water
892a8d985d3ffff,2025-01-09T15:35:47+00:00,2025-01-07T11:30:00+00:00,2025-01-08T15:30:00+00:00,Fully lost water
892a8d9a61bffff,2025-01-09T15:35:48+00:00,2025-01-06T20:35:00+00:00,2025-01-08T22:35:00+00:00,Fully lost water
892a8d9aad3ffff,2025-01-09T15:35:51+00:00,,,Water pressure was reduced
892a8d9b19bffff,2025-01-09T15:36:16+00:00,2025-01-06T23:30:00+00:00,2025-01-08T17:00:00+00:00,Fully lost water
892aab6ea23ffff,2025-01-09T15:36:20+00:00,,,"Not at all, flow was normal"
892a8d9a3c3ffff,2025-01-09T15:36:55+00:00,2025-01-06T21:30:00+00:00,2025-01-08T21:00:00+00:00,Fully lost water
892a8d9a39bffff,2025-01-09T15:37:20+00:00,2025-01-06T18:30:00+00:00,2025-01-09T13:00:00+00:00,Fully lost water
892a8d9a253ffff,2025-01-09T15:37:36+00:00,2025-01-06T19:30:00+00:00,2025-01-09T00:30:00+00:00,Fully lost water
892aab65903ffff,2025-01-09T15:37:53+00:00,2025-01-07T03:36:00+00:00,2025-01-08T23:37:00+00:00,Fully lost water
892a8d9800fffff,2025-01-09T15:37:56+00:00,2025-01-06T23:00:00+00:00,2025-01-08T15:37:00+00:00,Fully lost water
892a8d9a3d7ffff,2025-01-09T15:38:00+00:00,2025-01-06T21:30:00+00:00,2025-01-09T01:40:00+00:00,Fully lost water
892a8d9a337ffff,2025-01-09T15:38:29+00:00,2025-01-06T15:38:00+00:00,2025-01-08T15:38:00+00:00,Water pressure was reduced
892aab6e833ffff,2025-01-09T15:38:34+00:00,,,"Not at all, flow was normal"
892aab6ea23ffff,2025-01-09T15:38:51+00:00,,,"Not at all, flow was normal"
892aab65903ffff,2025-01-09T15:39:39+00:00,2025-01-06T21:38:00+00:00,2025-01-09T15:38:00+00:00,Fully lost water
892a8d9ac53ffff,2025-01-09T15:39:47+00:00,2025-01-08T02:00:00+00:00,2025-01-08T09:30:00+00:00,Water pressure was reduced
892a8d98cdbffff,2025-01-09T15:39:53+00:00,2025-01-06T15:39:00+00:00,2025-01-08T15:39:00+00:00,Fully lost water
892a8d9b657ffff,2025-01-09T15:40:33+00:00,,,"Not at all, flow was normal"
892a8d9acabffff,2025-01-09T15:40:52+00:00,2025-01-06T20:00:00+00:00,,Fully lost water
892a8d9a33bffff,2025-01-09T15:42:01+00:00,2025-01-06T22:00:00+00:00,,Fully lost water
892a8d9a68bffff,2025-01-09T15:42:05+00:00,2025-01-07T15:41:00+00:00,2025-01-08T21:41:00+00:00,Fully lost water
892a8d9aebbffff,2025-01-09T15:42:09+00:00,,,"Not at all, flow was normal"
892aab6c177ffff,2025-01-09T15:42:17+00:00,,,"Not at all, flow was normal"
892a8d9a313ffff,2025-01-09T15:42:23+00:00,2025-01-06T20:30:00+00:00,2025-01-09T01:00:00+00:00,Fully lost water
892a8dd6903ffff,2025-01-09T15:42:39+00:00,,,"Not at all, flow was normal"
892a8d9117bffff,2025-01-09T15:43:07+00:00,2025-01-08T03:00:00+00:00,2025-01-09T11:00:00+00:00,Fully lost water
892a8d9acc3ffff,2025-01-09T15:43:20+00:00,2025-01-07T03:00:00+00:00,2025-01-08T21:22:00+00:00,Down to just a trickle
892aab6596fffff,2025-01-09T15:43:32+00:00,2025-01-06T23:30:00+00:00,2025-01-08T14:45:00+00:00,Fully lost water
892a8d9a143ffff,2025-01-09T15:43:37+00:00,2025-01-06T21:00:00+00:00,2025-01-09T11:00:00+00:00,Fully lost water
892a8d91263ffff,2025-01-09T15:43:53+00:00,,,Fully lost water
892a8d99513ffff,2025-01-09T15:43:58+00:00,2025-01-07T10:43:00+00:00,2025-01-08T15:43:00+00:00,Fully lost water
892a8d9a2cfffff,2025-01-09T15:44:36+00:00,2025-01-06T20:00:00+00:00,2025-01-08T21:30:00+00:00,Fully lost water
892a8d9a353ffff,2025-01-09T15:45:22+00:00,2025-01-07T22:38:00+00:00,2025-01-09T15:45:00+00:00,"Not at all, flow was normal"
892a8d9a147ffff,2025-01-09T15:45:29+00:00,2025-01-07T13:00:00+00:00,2025-01-09T13:00:00+00:00,Fully lost water
892a8d9b5afffff,2025-01-09T15:45:34+00:00,2025-01-06T15:44:00+00:00,2025-01-09T07:45:00+00:00,Fully lost water
892a8d9a9a3ffff,2025-01-09T15:45:42+00:00,2025-01-07T15:45:00+00:00,2025-01-09T12:45:00+00:00,Fully lost water
892a8d9a54bffff,2025-01-09T15:45:46+00:00,,,Water pressure was reduced
892a8d980bbffff,2025-01-09T15:46:06+00:00,2025-01-07T02:01:00+00:00,2025-01-08T12:00:00+00:00,Fully lost water
892a8d9a24fffff,2025-01-09T15:46:08+00:00,2025-01-06T18:46:00+00:00,2025-01-08T20:30:00+00:00,Fully lost water
892a8d9a157ffff,2025-01-09T15:46:46+00:00,2025-01-07T05:00:00+00:00,2025-01-08T20:00:00+00:00,Fully lost water
892a8d9a167ffff,2025-01-09T15:47:08+00:00,2025-01-07T04:00:00+00:00,2025-01-09T15:44:00+00:00,Fully lost water
892a8d990d7ffff,2025-01-09T15:47:51+00:00,,,"Not at all, flow was normal"
892a8d9b68bffff,2025-01-09T15:48:00+00:00,,,"Not at all, flow was normal"
892a8d98293ffff,2025-01-09T15:48:04+00:00,,,Water pressure was reduced
892a8d9ac1bffff,2025-01-09T15:48:23+00:00,2025-01-07T01:00:00+00:00,2025-01-08T21:00:00+00:00,Fully lost water
892a8d9a2cbffff,2025-01-09T15:48:37+00:00,2025-01-07T23:47:00+00:00,2025-01-09T11:47:00+00:00,Fully lost water
892a8d9a3cfffff,2025-01-09T15:48:39+00:00,2025-01-06T20:30:00+00:00,2025-01-09T01:30:00+00:00,Fully lost water
892a8d9a233ffff,2025-01-09T15:49:21+00:00,2025-01-06T20:30:00+00:00,2025-01-09T15:49:00+00:00,Fully lost water
892a8d9a393ffff,2025-01-09T15:49:26+00:00,2025-01-06T23:48:00+00:00,2025-01-09T03:48:00+00:00,Fully lost water
892a8d9a0b3ffff,2025-01-09T15:49:30+00:00,2025-01-07T03:00:00+00:00,2025-01-08T23:00:00+00:00,Water pressure was reduced
892a8d9a84fffff,2025-01-09T15:49:44+00:00,,,Water pressure was reduced
892a8d985d3ffff,2025-01-09T15:50:17+00:00,2025-01-06T21:30:00+00:00,2025-01-09T00:00:00+00:00,Fully lost water
892a8d9a167ffff,2025-01-09T15:50:50+00:00,2025-01-06T15:50:00+00:00,2025-01-08T15:50:00+00:00,Fully lost water
892aab6cd4bffff,2025-01-09T15:51:18+00:00,,,"Not at all, flow was normal"
